"context","location","source","target"
"Sc: Dmi, msc: Supernova, no sfx, Next: [KD22]","DD2-21","…I’ll try.","Em sẽ cố..."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI3, Next: [D2D-44]","KD22","It's all you can do right?","Tôi tin là cậu sẽ làm được."
"No Sc, msc: Supernova, no sfx, Next: [KD23]","D2D-44","She squints at my name tag.","Cô ấy nhìn vào bảng tên của tôi."
"Sc: K'Kili the Destroyer, msc: Supernova, sfx: KKILI2, Next: [D2D-45]","KD23","You seem like a good kid. I’ll leave a nice review for you on Welp.","Trông cậu có vẻ là người tốt đó. Tôi sẽ đánh giá cậu 5 sao trên Welp."
"No Sc, msc: Supernova, no sfx, Next: [D2D-45b]","D2D-45","The woman offers me a smile and walks out of the Cosmic Fuel with nachos in hand.","Người phụ nữ mỉm cười lần cuối rồi bước ra khỏi trạm xăng cùng với bịch nachos trong tay."
"No Sc, msc: Supernova, sfx: Door_Chime,Door_Close, Next: [D2D-46]","D2D-45b","-door chimes and closes-","[chuông cửa rung lên, cửa đóng]"
"No Sc, msc: Supernova, no sfx, Next: [D2D-47]","D2D-46","I don’t move. Never in my life did I think I would be getting a pep talk about relationships with a customer who just wanted to buy snacks.","Tôi sững sờ như một bức tượng. Chưa bao giờ tôi nghĩ mình sẽ được tư vấn tình cảm bởi một người lạ mà chỉ tới đây để mua snack."
"No Sc, msc: Supernova, no sfx, Next: [D2D-48]","D2D-47","I should be on my way out of here. Maybe catching a ride outta here on a new planet but here I am. ","Đáng lẽ tôi nên tìm cách thoát khỏi đây, di tản đến một hành tinh mới hay gì đó. Vậy mà giờ tôi vẫn còn ở lại.  "
"No Sc, msc: Supernova, no sfx, Next: [D2D-49]","D2D-48","Doomed.","Chết thật."
"No Sc, msc: Supernova, no sfx, Next: [D2D-50]","D2D-49","…","..."
"No Sc, msc: Supernova, no sfx, Next: [D2D-51]","D2D-50","Some time passes. I don’t get any more customers and I try to busy myself with the monotony of cleaning.","Từ đó về sau, không còn vị khách nào đặt chân đến trạm xăng nữa. Tôi thì ráng giữ cho mình bận rộn bằng việc dọn dẹp."
"No Sc, msc: Supernova, no sfx, Next: [D2D-52]","D2D-51","I think Flubber notices something is wrong cuz I find her wanting to brush up against me more as she tries to move off of her usual lounging spot.","Tôi để ý Flubber cũng bắt đầu nhận ra có chuyện gì đó bất ổn rồi tại nó cứ đòi quấn lấy tôi thay vì nằm yên ở chỗ có chăn ấm nệm êm như thường ngày."
"No Sc, msc: Supernova, no sfx, Next: [D2D-53]","D2D-52","Rob eventually comes by. His usual cheery disposition fades as he picks up Flubber.","Cuối cùng Rob cũng ghé qua đón Flubber. Nhìn ông ấy không còn vui vẻ như thường ngày nữa."
"No Sc, msc: Supernova, no sfx, Next: [D2D-54]","D2D-53","I think it finally hit him about what was going to happen.","Chắc là ông ấy cũng nhận ra mức độ nghiêm trọng của mọi chuyện."
"No Sc, msc: Supernova, no sfx, Next: [D2D-55]","D2D-54","…","..."
"No Sc, msc: Supernova, no sfx, Next: [D2D-55b]","D2D-55","I need to rest before tomorrow.","Nghỉ ngơi thôi, mai còn đi làm nữa."
"No Sc, msc: Supernova, sfx: Door_Open,Door_Chime,Door_Close, Next: [Day3Transition]","D2D-55b","-door opens and closes with a chime-","[cửa mở rồi lại đóng, chuông cửa reo lên]"
"No Sc, msc: Supernova, no sfx, Next: [D3D-1]","Day3Transition","DAY 3","NGÀY THỨ 3"
"No Sc, msc: Supernova, no sfx, Next: [D3D-2]","D3D-1","Doomsday.","Ngày ấy đã tới."
"No Sc, msc: Supernova, no sfx, Next: [D3D-3]","D3D-2","Feels a lot quieter than how I’d imagined it.","Trông mọi thứ có vẻ im ắng hơn mình nghĩ."
"No Sc, msc: Supernova, no sfx, Next: [D3D-4]","D3D-3","Well most people evacuated… it makes sense it's this quiet. ","Cũng phải thôi. Tất cả mọi người đều đã rời đi hết rồi. "
"No Sc, msc: Supernova, no sfx, Next: [D3D-4b]","D3D-4","There’s no Flubber no Rob just me. ","Chẳng còn Rob hay Múp Míp nữa... "
"No Sc, msc: Supernova, sfx: Text_1, Next: [T18]","D3D-4b","-phone chimes-","[chuông điện thoại reo lên]"
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Pocket_Swoosh_2, Next: [T19]","T18","Dmi did you get my message about where to meet me at the Space Port? You haven’t been answering me since last night. ","Ê! Tớ tính hẹn gặp cậu ở Trạm Vũ Trụ mà không thấy cậu nói năng gì hết! Từ tối qua tới giờ cậu không thèm đọc tin nhắn của tớ hả? "
"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [T20]","T19"," Sorry just been so busy. You know how it is. "," Xin lỗi cậu nhiều nha, bữa giờ mình hơi bận... "
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [D3D-5]","T20","What’s wrong with you? I would think this is a pretty big time to answer your messages! I mean we got the last space jumps of the day! ","Cậu bị khùng rồi hả? Sắp tận thế tới nơi rồi mà còn đùa giỡn nữa! Họ còn có một đợt nhảy không gian cuối cùng nữa thôi đó! "
"No Sc, msc: Supernova, no sfx, Next: [D3D-6]","D3D-5","For once I feel tears threaten to fall from my face as I stare at my phone.","Những giọt nước mắt dần len ra khỏi khóe mi và lăn dài trên khuôn mặt méo mó của tôi. "
"No Sc, msc: Supernova, no sfx, Next: [T21]","D3D-6","I wipe my face. Why am I such a loser? I don’t wanna weigh her down. I’m doing her a favor by not telling her!","Tôi vội lau đi nước mắt, rồi tự hỏi tại sao mình lại thất bại như vậy? Tôi chỉ không muốn trở thành gánh nặng cho cậu ấy thôi mà."
"Sc: Cassiopeia, on phone, msc: Supernova, no sfx, Next: [DD3-1a]","T21"," Dmi?"," Mi ơi?"
"No Sc, msc: Supernova, sfx: Smoke_Detector_Beep_2, Next: [DD3-1]","DD3-1a","-smoke alarm chirps-","[chuông báo cháy vang lên]"
"Sc: Dmi, msc: Supernova, no sfx, Next: [D3D-7]","DD3-1"," Really? Today of all days?"," Thiệt hả trời? Ngay lúc này mới chịu? "
"No Sc, msc: Supernova, no sfx, Next: [D3D-8]","D3D-7","You’d think after all this time smoke alarms wouldn’t work the same way as they did hundreds of years ago.","Ai mà ngờ rằng cái chuông báo cháy cũ xì từ cả ngàn năm trước tới giờ vẫn còn hoạt động đâu."
"No Sc, msc: Supernova, no sfx, Next: [AD1a]","D3D-8","I tune it out as I busy myself with my normal routine. Cleaning waiting more cleaning and more waiting. ","Tôi quyết định làm ngơ và quay trở lại với công việc thường ngày. Lau chùi, quét dọn, rồi lại chờ đợi trong vô vọng. "
"No Sc, msc: Supernova, sfx: Door_Chime,Door_Open, Next: [AD1]","AD1a","-door opens and chimes-","[cửa mở, chuông cửa reo lên]"
"Sc: Aiyana, msc: Supernova, sfx: ALYANA1, Next: [D3D-9]","AD1","Oh wow. You’re actually open. ","Ui chao. Không ngờ chỗ này còn mở. "
"No Sc, msc: Supernova, no sfx, Next: [D3D-10]","D3D-9","My head whips up from where I was brooming from the already pristine floors.","Tôi dựng đầu dậy khỏi cái sàn nhà sạch tinh tươm mà nãy giờ tôi quét đi quét lại."
"No Sc, msc: Supernova, no sfx, Next: [DD3-2]","D3D-10","Xey holds a phone in xeir hand.","Người đó cầm trong tay một chiếc điện thoại."
"Sc: Dmi, msc: Supernova, no sfx, Next: [D3D-11]","DD3-2"," Oh hey. Uh what are you doing here? "," Xin chào. Quý khách đến đây có chuyện gì vậy ạ? "
"No Sc, msc: Supernova, no sfx, Next: [D3D-12]","D3D-11","The person walks towards the counter. I walk behind it just as I usually would.","Vị khách bước đến chỗ quầy thu ngân. Sau đó tôi cũng nhanh chóng trở lại quầy."
"No Sc, msc: Supernova, sfx: Smoke_Detector_Beep_2, Next: [AD2]","D3D-12","Xey pause as xey look up at the chirping smoke alarm. I watch the gears turn as xey decide to ignore it.","Vị khách nhìn lên chỗ chuông báo cháy đang kêu inh ỏi, nhưng cũng mặc kệ rồi quay mặt về phía tôi."
"Sc: Aiyana, msc: Supernova, sfx: ALYANA2, Next: [DD3-3]","AD2"," I wanted to see if I can get a snack or something. My phone said this place was open. I wanted to grab something before going back home to Earth. "," Tôi tìm trên mạng thấy có mỗi chỗ này là còn mở cửa, nên tính ghé qua mua đại cái gì đó trước khi về lại Trái Đất. "
"Sc: Dmi, msc: Supernova, no sfx, Next: [D3D-13]","DD3-3"," Earth?"," Trái Đất ấy ạ?"
"No Sc, msc: Supernova, no sfx, Next: [AD3]","D3D-13","Earth isn’t a planet you hear too often when it came to human inhabitants. Despite the supernova, Earth has already been deemed unfavorable for living compared to anywhere else.","Đó giờ tôi thấy ít có ai nhắc đến Trái Đất lắm. Hành tinh đó đã không còn đủ điều kiện an toàn để cho loài người sinh sống từ lâu lắm rồi."
"Sc: Aiyana, msc: Supernova, sfx: ALYANA3, Next: [AD4]","AD3"," Yeah some people actually still live there. "," Ừ thì vẫn còn một vài người sống ở đó. "
"Sc: Aiyana, msc: Supernova, sfx: ALYANA1, Next: [D3D-14]","AD4"," and by some people I mean me."," Và tôi là một trong số ""họ""."
"No Sc, msc: Supernova, no sfx, Next: [DD3-4]","D3D-14","I chuckle.","Tôi lỡ cười nhẹ."
"Sc: Dmi, msc: Supernova, no sfx, Next: [AD5]","DD3-4"," Well what are you looking for? I can help you pick out something. "," Vậy quý khách có muốn mua gì hay cần tôi hỗ trợ gì không ạ?  "
"Sc: Aiyana, msc: Supernova, sfx: ALYANA3, Next: [AD6]","AD5","Well to be honest…I don’t really care. What do you think is good? ","Thú thật thì... tôi cũng chả biết nữa. Cậu lựa giùm tôi được không? "
"Sc: Aiyana, msc: Supernova, sfx: Alyana_Short, Next: [AD6b]","AD6","I’ll take anything.","Lấy đại cái gì cũng được."
"No Sc, msc: Supernova, no sfx, Next: [TDP10-1]","AD6b","Select an item in the shop","Hãy chọn một vật phẩm trong tiệm"
"No Sc, msc: Supernova, no sfx, Next: [TDP10-1]","AD6b-Option-1","","AD6b-Option-1
"
"No Sc, msc: Supernova, no sfx, Next: [TDP10-1]AD6b-Option-2","AD6b-Option-2","","AD6b-Option-2
"
"Sc: Aiyana, msc: Supernova, sfx: ALYANA1, Next: [TDP10-2]","TDP10-1","Hmm don’t think I’ve tried this before. ","Hình như tôi chưa thử qua món này bao giờ. "
"Sc: Aiyana, msc: Supernova, sfx: Alyana_Short, Next: [TDP10-3]","TDP10-2"," How many luncos is it?"," Cái này bao nhiêu tiền vậy?"
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDP10-4]","TDP10-3","I’d be crazy to make this company richer by charging you.","Có điên tôi mới đi làm giàu cho tụi tư bản ngay cả khi sắp chết."
"Sc: Aiyana, msc: Supernova, sfx: Alyana_Short, Next: [TDP10-4a]","TDP10-4"," Just checking."," Để tôi kiểm tra đã nhé."
"Sc: Aiyana, msc: Supernova, sfx: ALYANA1, Next: [TDP10-5]","TDP10-4a"," So what possessed you to clock in when you could be at home or better yet at the Space Port on your way out of here? "," Tôi hơi tò mò. Điều gì đã cho cậu động lực đi làm thay vì ở nhà lánh nạn hay đến Trạm Vũ Trụ để tìm đường thoát khỏi đây vậy? "
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDP10-6]","TDP10-5"," Just a coward who thinks working at a gas station is more comfortable than confronting my problems head-on."," À... tôi chỉ là một kẻ yếu đuối đang chạy trốn khỏi cuộc đời bằng cách vùi đầu vào công việc ở một trạm xăng thôi ạ."
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDP10-7]","TDP10-6"," What about you?"," Còn quý khách thì sao?"
"No Sc, msc: Supernova, no sfx, Next: [TDP10-8]","TDP10-7","Xey let out a bitter laugh.","Vị khách ngậm ngùi mỉm cười."
"Sc: Aiyana, msc: Supernova, sfx: Alyana_Short, Next: [TDP10-9]","TDP10-8"," I stayed behind."," Tôi đã chọn ở lại."
"Sc: Aiyana, msc: Supernova, sfx: ALYANA2, Next: [TDP10-10]","TDP10-9"," You might think it's stupid but I want to stay with the Earth in its final moments. "," Chắc cậu sẽ không tin, nhưng tôi muốn được ở bên Trái Đất vào những giây phút cuối cùng. "
"Sc: Aiyana, msc: Supernova, sfx: ALYANA1, Next: [TDP10-11]","TDP10-10","Everyone left it behind and I just don’t want to do the same. I did too much for that floating rock in space. I tried my best. ","Ai muốn đi thì đi, nhưng tôi đã dành trọn cả cuộc đời mình để bảo vệ hành tinh ấy. Tôi không thể bỏ mặc nó như vậy được.  "
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDP10-12]","TDP10-11","You’re just going to get sent to hell with it?","Dù cho có phải hy sinh mạng sống của mình ạ?"
"Sc: Aiyana, msc: Supernova, sfx: ALYANA2, Next: [TDP10-13]","TDP10-12"," That does make it sound cooler when you say it like that."," Tự nhiên cậu nói vậy làm tôi thấy mình giống kẻ tử đạo ghê."
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDP10-14]","TDP10-13","I don’t really think it's stupid.","Tôi thấy ra đi như vậy ngầu lắm ạ."
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDP10-15]","TDP10-14","What's your name? Might as well ask while we’re here.","Nhân tiện cho tôi hỏi tên của quý khách là gì vậy ạ?"
"Sc: Aiyana, msc: Supernova, sfx: ALYANA3, Next: [TDP10-16]","TDP10-15"," It's Aiyana. Nothing special to it."," Tên tôi ấy hả? Đơn giản thôi, Aiyana."
"No Sc, msc: Supernova, no sfx, Next: [TDP10-17]","TDP10-16","Xey look at my name tag. I see as xeir eyes look back down to double check.","Vị khách sau đó hướng mắt vào bảng tên của tôi, rồi lại liếc nhìn một lần nữa."
"Sc: Aiyana, msc: Supernova, sfx: Alyana_Short, Next: [TDP10-18]","TDP10-17"," Thanks for the free stuff Dmi. "," Cảm ơn cậu nhiều nhé, Diễm Mi. "
"Sc: Dmi, msc: Supernova, no sfx, Next: [TDP10-19]","TDP10-18"," It's no problem. Just enjoy it. Thanks for being my last customer."," Không có gì đâu ạ. Cảm ơn vì đã làm khách hàng cuối cùng của tôi."
"Sc: Aiyana, msc: Supernova, sfx: ALYANA1, Next: [TDP10-20]","TDP10-19","For what it's worth I think they deserve to know. There isn’t much time left. ","Nói nghe nè, tôi nghĩ cậu nên cho người ấy biết. Không còn nhiều thời gian đâu. "
"Sc: Aiyana, msc: Supernova, sfx: ALYANA3, Next: [TDP10-21]","TDP10-20","I don’t think anyone should go out with regrets.","Không ai muốn phải ra đi trong nuối tiếc cả."
"No Sc, msc: Supernova, no sfx, Next: [TDP10-22]","TDP10-21","Xey go over to the door.","Vị khách dần bước ra khỏi tiệm."
"Sc: Aiyana, msc: Supernova, sfx: ALYANA2, Next: [TDP10-22b]","TDP10-22","Also take out the batteries in that smoke alarm. You don’t have to be in hell already jeez. ","Cậu cũng nên tháo mấy cục pin ra đi. Nãy giờ tôi cứ tưởng mình xuống địa ngục rồi không đó. "
"No Sc, msc: Supernova, sfx: Door_Chime,Door_Close, Next: [D3D-15a]","TDP10-22b","-door opens and closes with a chime-","[cửa mở rồi lại đóng, chuông cửa reo lên]"
"No Sc, msc: Supernova, no sfx, Next: [D3D-15]","D3D-15a","I grab my broom and give the smoke alarm a solid SMACK.","Tôi tóm lấy cây chổi và đập thật mạnh vào cái chuông báo cháy."
"No Sc, msc: Supernova, no sfx, Next: [D3D-16]","D3D-15","The thing falls to the ground. Aiyana was right about how annoying the noise is when you’re not ignoring it.","Cái chuông rớt xuống sàn xong vỡ tan nát. Nhờ Aiyana nói tôi mới để ý cái tiếng nó phát ra đinh tai nhức óc thiệt chứ."
"No Sc, msc: Supernova, no sfx, Next: [D3D-16b]","D3D-16","Time passes.","Thời gian trôi lặng thinh."
"No Sc, msc: Supernova, sfx: Text_1, Next: [PON-1,POP-1]","D3D-16b","-phone chimes-","[chuông điện thoại reo lên]"
"No Sc, msc: Supernova, sfx: Text_1, Next: [PON-1,POP-1]","D3D-16b-Option-1","","DD1-27b-Option-1
"
"No Sc, msc: Supernova, sfx: Text_1, Next: [PON-1,POP-1]D3D-16b-Option-2","D3D-16b-Option-2","","D3D-16b-Option-2
"
"No Sc, msc: BracingForImpact, no sfx, Next: [PON-2]","PON-1","It's Cassiopeia.","Lại là cậu ấy."
"No Sc, msc: BracingForImpact, no sfx, Next: [PON-3]","PON-2","I pick up my phone but put it back down.","Tôi nhấc điện thoại lên nhưng rồi lại úp xuống."
"Sc: Dmi, msc: BracingForImpact, no sfx, Next: [PON-4]","PON-3"," Sorry Cassie. Just focus on getting out of here."," Xin lỗi nhiều nha Tiên, nhưng cậu hãy quên mình đi."
"No Sc, msc: BracingForImpact, no sfx, Next: [PON-5]","PON-4","A sinking feeling forms in my stomach as I realize she stopped because its time for her to make her space jump.","Tim tôi như hẫng đi một nhịp khi nhận ra cậu ấy đã ngừng nhắn tin từ lúc nào. Vì đã tới đợt nhảy không gian cuối cùng rồi."
"No Sc, msc: BracingForImpact, no sfx, Next: [PON-6]","PON-5","She gave up.","Cậu ấy đi thật rồi."
"No Sc, msc: BracingForImpact, no sfx, Next: [PON-7]","PON-6","I thought I could handle this.","Tôi cứ tưởng mình sẽ không sao."
"No Sc, msc: BracingForImpact, no sfx, Next: [PON-8]","PON-7","I thought I would be fine.","Tôi cứ nghĩ mình sẽ ổn thôi."
"No Sc, msc: BracingForImpact, no sfx, Next: [PON-9]","PON-8","Maybe it would have been better to just tell her. She must have cared if she wanted to speak to me so badly.","Lỡ như cậu ấy thực sự quan tâm tới mình nên mới nằng nặc đòi đi chung thì sao? Đáng lẽ mình nên nói cho cậu ấy biết."
"No Sc, msc: BracingForImpact, no sfx, Next: [PON-10]","PON-9","I pull up a chair next to the window and take a seat.","Tôi lấy ghế ra và ngồi đưa mắt nhìn qua khung cửa sổ."
"No Sc, msc: Supernova, no sfx, Next: [PON-11]","PON-10","Cosmic Fuel the place to fill to your heart’s content… ","""Trạm Xăng Hoàn Vũ - nơi con tim được đong đầy"" "
"No Sc, msc: Supernova, no sfx, Next: [PON-12]","PON-11","Now it is the place where my heart feels the most empty. ","Trớ trêu thay đây lại là nơi mà tôi cảm thấy cô đơn nhất. "
"No Sc, msc: BracingForImpact, no sfx","PON-12","I’m an idiot.","Đúng dở hơi mà."
"No Sc, msc: Supernova, no sfx, Next: [POP-2]","POP-1","It's time to stop beating around the bush.","Đến lúc phải nói cho cậu ấy biết sự thật rồi."
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [POP-3]","POP-2","Dmi you’re actually scaring me. Why aren’t you answering? ","Mi ơi, sao tự nhiên cậu im lặng vậy? Đừng làm tớ sợ mà. "
"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [POP-4]","POP-3","I can’t go to the Space Port.","Mình không đủ điều kiện..."
"No Sc, msc: Supernova, no sfx, Next: [POP-5]","POP-4","Silence.","[im lặng]"
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [POP-6]","POP-5"," Are u at home?"," Cậu đang ở đâu?"
"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [POP-7]","POP-6"," No."," Cửa hàng..."
"No Sc, msc: Supernova, no sfx, Next: [POP-8]","POP-7","Silence.","[im lặng]"
"Sc: Cassiopeia, on phone, msc: Supernova, sfx: Text_4_vibrate, Next: [POP-9]","POP-8"," Give me a few minutes."," Đợi tớ một xíu."
"Sc: Dmi, on phone, msc: Supernova, no sfx, Next: [POP-10]","POP-9"," What"," Hả??"
"No Sc, msc: Supernova, no sfx, Next: [POP-11]","POP-10","Cassiopeia stops replying.","Sau đó Tiên không nhắn gì nữa."
"No Sc, msc: Supernova, no sfx, Next: [POP-12]","POP-11","I stare at my phone before typing a few more replies.","Tôi đờ người ra một lúc rồi mới nhắn thêm vài câu."
"No Sc, msc: Supernova, no sfx, Next: [POP-13]","POP-12","Nothing.","Vẫn vậy."
"No Sc, msc: Supernova, no sfx, Next: [POP-14]","POP-13","Is she mad at me? I know this has gotta take the prize for one of the worst things to ever tell someone.","Chắc cậu ấy giận mình rồi. Nghĩ sao tin sốc như vậy mà gần tới lúc mọi thứ sắp nổ tung mình mới chịu nói."
"No Sc, msc: Supernova, no sfx, Next: [POP-15]","POP-14","Crap.","Chết rồi."
"No Sc, msc: Supernova, no sfx, Next: [POP-16]","POP-15","I should have just come clean earlier. Of course she’s not going to take this well. WHO WOULD? ","Lẽ ra mình phải thú tội sớm hơn. Làm sao cậu ấy có thể chịu được một cú sốc như vậy chứ? "
"No Sc, msc: Supernova, no sfx, Next: [POP-16b]","POP-16","I place my face in my hands and groan. For some reason the entire universe has been shooting me signs to just come clean and here I am a few hours from Doomsday and I just-- ","Lúc này tôi chỉ biết vò đầu bứt tóc. Vũ trụ đã gửi tín hiệu cho tôi mấy lần là nên nói cho cậu ấy biết sớm hơn, vậy mà bây giờ, tới lúc gần sắp chết, tôi mới chịu mở miệng.  "
"No Sc, msc: Supernova, sfx: Door_Chime,Door_Open, Next: [POP-17]","POP-16b","-door opens and chimes-","[cửa mở, chuông cửa reo lên]"
"Sc: Dmi, msc: Supernova, no sfx, Next: [POP-18]","POP-17"," Huh?"," Ai đó?"
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-19]","POP-18","Every atom in my body freezes as I look at the panting figure standing in the doorway.","Tôi há hốc mồm khi bỗng nhiên bắt gặp một dáng vẻ quen thuộc từ đâu xuất hiện ở ngay lối vào."
"Sc: Dmi, msc: BracingForImpact, no sfx, Next: [POP-20]","POP-19","C-Cassiopeia…?","Là T-Tiên đó hả?"
"Sc: Cassiopeia, msc: BracingForImpact, sfx: CASS1, Next: [POP-21]","POP-20","You don’t know how hard it was for me to get here in the time I had left.","Không còn nhiều thời gian nên tớ phải phóng dữ lắm mới kịp tới đây đó."
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-22]","POP-21","She punches me immediately.","Cậu ấy thụi cho tôi một cú."
"Sc: Dmi, msc: BracingForImpact, no sfx, Next: [POP-23]","POP-22"," Ow! Cassie!"," Ê đau đó nha!"
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-24]","POP-23","She punches me again.","Cậu ấy thụi tôi lần nữa."
"Sc: Cassiopeia, msc: BracingForImpact, sfx: CASS2, Next: [POP-25]","POP-24","Don’t “Ow” me! YOU WOULD PICK NOW OUT OF ALL TIMES TO TELL ME YOU WEREN’T ABLE TO GET CLEARED FOR A SPACE JUMP?","Đừng có mà nói câu đó với tớ! ĐỢI TỚI LÚC NÀY CẬU MỚI CHỊU NÓI LÀ CẬU KHÔNG ĐỦ ĐIỀU KIỆN ĐỂ NHẢY KHÔNG GIAN HẢ?"
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-26]","POP-25","She’s fuming understandably so. ","Ừ cậu ấy nổi điên cũng phải thôi. "
"Sc: Dmi, msc: BracingForImpact, no sfx, Next: [POP-27]","POP-26","I’m sorry! I didn’t want you to worry about me!","Mình xin lỗi! Tại mình sợ sẽ gây phiền phức cho cậu!"
"Sc: Dmi, msc: BracingForImpact, no sfx, Next: [POP-28]","POP-27","Also things just weren’t the best. I…didn’t see how things would get better even if I found a way to go. ","Với lại... dù có thoát khỏi đây đi chăng nữa thì cuộc đời mình cũng sẽ y như vậy, chẳng có gì thay đổi.. "
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-29]","POP-28","Cassiopeia relaxes.","Tiên hít một hơi thật dài."
"Sc: Cassiopeia, msc: BracingForImpact, sfx: Cassie_Short, Next: [POP-30]","POP-29"," Is anyone else here?"," Còn ai nữa hông?"
"Sc: Dmi, msc: BracingForImpact, no sfx, Next: [POP-31]","POP-30"," It's just me."," Có mỗi mình à."
"Sc: Cassiopeia, msc: BracingForImpact, sfx: CASS4, Next: [POP-32]","POP-31"," Do you guys sell Chai here?"," Ở đây có trà Masala Chai hông?"
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-33a]","POP-32","Chai has always been Cassiopeia’s choice for an end-of-the-world drink. We’ve had too many late-night “What-if?” conversations for me to not remember.","Chúng tôi hay có những đêm nằm tâm sự với nhau về hai chữ ""nếu như"" và lần nào cậu ấy cũng muốn được uống thử trà Masala Chai trước khi tận thế."
"Sc: Dmi, msc: BracingForImpact, sfx: , Next: [POP-33]","POP-33a","I’ll get that for you.","Để mình pha cho."
"Sc: Cassiopeia, msc: BracingForImpact, sfx: Cassie_Short, Next: [POP-34]","POP-33"," Thanks Dmi."," Cảm ơn cậu."
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-35]","POP-34","I change the settings of the hot drink machine to Chai and watch as the warm drink pours into the cup.","Tôi bấm nút pha trà và nhìn dòng nước thơm phức đổ vào bên trong ly như một con thác nóng hổi."
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-36]","POP-35","I place the cup down on the counter in front of me and push it toward her.","Như một thói quen, tôi đặt cái ly trên quầy rồi đẩy nhẹ về phía cậu ấy."
"Sc: Cassiopeia, msc: BracingForImpact, sfx: Cassie_Short, Next: [POP-37]","POP-36"," Dmi come. "," Lại đây đi. "
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-38]","POP-37","She moves over to the window with her Chai in hand. I grab my chair and an extra from behind the counter and drag them over to her.","Cậu ấy cầm lấy ly trà rồi bước về phía cửa sổ. Tôi cũng nhanh trí kéo hai cái ghế dưới quầy ra và để kế bên chỗ cậu ấy đang đứng."
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-38b]","POP-38","She takes a long sip of her drink before sitting down.","Cậu ấy đứng đó một hồi lâu rồi mới chịu ngồi xuống."
"No Sc, msc: BracingForImpact, sfx: Smoke_Detector_Beep_2, Next: [POP-39]","POP-38b","-smoke alarm chirps-","[chuông báo cháy vang lên]"
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-40]","POP-39","Cassiopeia searches for the sound. I grab a nearby broom.","Trong lúc Tiên còn đang ngơ ngác thì tôi liền chộp lấy cây chổi."
"Sc: Dmi, msc: BracingForImpact, no sfx, Next: [POP-41]","POP-40"," Give me a second."," Để mình ra tay."
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-42]","POP-41","I land a solid SMACK at the smoke alarm and watch as it falls to pieces.","Tôi vút thật mạnh vào cái chuông báo cháy rồi nhìn nó vỡ thành từng mảnh."
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-43]","POP-42","Cassiopeia doesn’t say a word as I bring myself next to her.","Tôi ngồi xuống bên cạnh Tiên, nhưng cậu ấy không nói một lời."
"Sc: Cassiopeia, msc: BracingForImpact, sfx: Cassie_Short, Next: [POP-44]","POP-43","As I was saying…","Cậu có bao giờ nghĩ..."
"Sc: Cassiopeia, msc: BracingForImpact, sfx: CASS4, Next: [POP-45]","POP-44"," Did you ever think about what happens after the supernova if you never told me?"," Chuyện gì sẽ xảy ra nếu như cậu không chịu nói cho tớ biết sự thật không?"
"Sc: Dmi, msc: BracingForImpact, no sfx, Next: [POP-46]","POP-45","You’d carry on without me. Probably. Cassie you’re not even going to make it back in time! ","Thì chắc cậu sẽ... sống tiếp mà không có mình. Nhưng nếu cậu cứ ngồi đây thì sẽ trễ giờ đó! "
"No Sc, msc: BracingForImpact, no sfx, Next: [POP-47]","POP-46","Cassiopeia doesn’t answer. She takes another sip of her cheap gas station Chai.","Tiên không nói gì. Cậu ấy húp một ngụm trà Masala Chai giá rẻ được pha ở trạm xăng."
"Sc: Cassiopeia, msc: BracingForImpact, sfx: CASS3, Next: [POP-48]","POP-47","Nice try. Dmi you’re one of the most important people to me. ","Sai rồi. Cậu là người quan trọng nhất trong cuộc đời tớ đó Mi. "
"Sc: Cassiopeia, msc: BracingForImpact, sfx: CASS1, Next: [POP-49]","POP-48","I’m here because I want to be here with you!","Tớ còn ở đây là bởi vì tớ muốn được ở bên cậu!"
